Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#61 - WP_166740478.1	non-specific	340918	56	447	3.556e-17	82.7032	cd17360	MFS_HMIT_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	429598	44	411	1.22401e-16	80.9251	pfam07690	MFS_1	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340915	88	449	1.35149e-16	81.5389	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340883	75	445	3.37953e-16	79.9276	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	441825	43	419	2.23732e-15	77.6137	COG2223	NarK	 - 	cl43649
Q#61 - WP_166740478.1	superfamily	441825	43	419	2.23732e-15	77.6137	cl43649	NarK superfamily	 - 	 - 
Q#61 - WP_166740478.1	non-specific	340920	53	453	1.714e-14	74.6963	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340875	78	410	1.03578e-13	71.8428	cd17317	MFS_SLC22	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340914	81	453	2.80873e-13	71.1276	cd17356	MFS_HXT	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340993	56	227	1.03025e-12	69.4411	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#61 - WP_166740478.1	non-specific	440501	43	425	1.40983e-12	69.1124	COG0738	FucP	 - 	cl43255
Q#61 - WP_166740478.1	superfamily	440501	43	425	1.40983e-12	69.1124	cl43255	FucP superfamily	 - 	 - 
Q#61 - WP_166740478.1	non-specific	340996	51	295	1.98229e-12	68.7959	cd17438	MFS_SV2B	C	cl28910
Q#61 - WP_166740478.1	non-specific	340930	74	410	1.94495e-11	65.2486	cd17372	MFS_SVOP_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	341000	91	410	1.98275e-11	65.2131	cd17442	MFS_SVOPL	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340882	68	442	2.41887e-11	64.878	cd17324	MFS_NepI_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340925	94	402	3.38534e-11	65.0086	cd17367	MFS_KgtP	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340921	51	307	4.83958e-11	64.4324	cd17363	MFS_SV2	C	cl28910
Q#61 - WP_166740478.1	non-specific	130366	51	239	1.87898e-10	63.072	TIGR01299	synapt_SV2	NC	cl31090
Q#61 - WP_166740478.1	superfamily	130366	51	239	1.87898e-10	63.072	cl31090	synapt_SV2 superfamily	NC	 - 
Q#61 - WP_166740478.1	non-specific	340877	61	185	3.03829e-10	61.4323	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	341027	72	444	6.79996e-10	60.6619	cd17474	MFS_YfmO_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	341030	77	182	8.67208e-10	60.2647	cd17477	MFS_YcaD_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340997	51	241	9.00324e-10	60.8142	cd17439	MFS_SV2A	C	cl28910
Q#61 - WP_166740478.1	non-specific	341042	44	444	1.31626e-09	59.5299	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340991	53	256	4.00901e-09	58.3497	cd17433	MFS_GLUT8_Class3	C	cl28910
Q#61 - WP_166740478.1	non-specific	179668	52	409	7.46624e-09	57.7853	PRK03893	PRK03893	 - 	cl32048
Q#61 - WP_166740478.1	superfamily	179668	52	409	7.46624e-09	57.7853	cl32048	PRK03893 superfamily	 - 	 - 
Q#61 - WP_166740478.1	non-specific	442057	45	409	7.58777e-09	57.5756	COG2807	CynX	 - 	cl34489
Q#61 - WP_166740478.1	superfamily	442057	45	409	7.58777e-09	57.5756	cl34489	CynX superfamily	 - 	 - 
Q#61 - WP_166740478.1	non-specific	340990	89	227	1.61448e-08	56.4704	cd17432	MFS_GLUT_Class2	C	cl28910
Q#61 - WP_166740478.1	non-specific	182225	56	266	1.76818e-08	56.625	PRK10077	xylE	C	cl32455
Q#61 - WP_166740478.1	superfamily	182225	56	266	1.76818e-08	56.625	cl32455	xylE superfamily	C	 - 
Q#61 - WP_166740478.1	non-specific	341045	80	200	2.60441e-08	55.6474	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340999	68	410	3.22484e-08	55.2039	cd17441	MFS_SVOP	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340927	93	419	5.39825e-08	54.8403	cd17369	MFS_ShiA_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	129965	33	414	5.93478e-08	55.1196	TIGR00887	2A0109	 - 	cl31035
Q#61 - WP_166740478.1	superfamily	129965	33	414	5.93478e-08	55.1196	cl31035	2A0109 superfamily	 - 	 - 
Q#61 - WP_166740478.1	non-specific	340868	85	200	8.6172e-08	54.5548	cd06179	MFS_TRI12_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	237051	55	426	1.09235e-07	53.7789	PRK12307	PRK12307	 - 	cl36103
Q#61 - WP_166740478.1	superfamily	237051	55	426	1.09235e-07	53.7789	cl36103	PRK12307 superfamily	 - 	 - 
Q#61 - WP_166740478.1	non-specific	340888	64	198	1.31678e-07	53.351	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340994	53	200	1.65329e-07	53.2667	cd17436	MFS_GLUT10_Class3	C	cl28910
Q#61 - WP_166740478.1	non-specific	441813	73	187	1.71144e-07	53.3674	COG2211	MelB	N	cl43646
Q#61 - WP_166740478.1	superfamily	441813	73	187	1.71144e-07	53.3674	cl43646	MelB superfamily	N	 - 
Q#61 - WP_166740478.1	non-specific	340995	56	225	2.37097e-07	52.7886	cd17437	MFS_PLT	C	cl28910
Q#61 - WP_166740478.1	non-specific	340928	95	187	2.75426e-07	52.5455	cd17370	MFS_MJ1317_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	340886	74	200	2.93156e-07	52.6232	cd17328	MFS_spinster_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340879	91	187	3.48264e-07	52.1754	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340998	51	239	5.18545e-07	51.8372	cd17440	MFS_SV2C	C	cl28910
Q#61 - WP_166740478.1	non-specific	340948	76	191	5.60401e-07	51.4586	cd17390	MFS_MFSD9	C	cl28910
Q#61 - WP_166740478.1	non-specific	341046	99	200	6.17933e-07	51.4227	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	341026	76	445	7.46487e-07	51.0347	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340937	79	200	1.07622e-06	50.4272	cd17379	MFS_SLC22A1_2_3	C	cl28910
Q#61 - WP_166740478.1	non-specific	340949	66	187	1.60732e-06	49.9554	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	340932	88	186	2.50584e-06	49.2113	cd17374	MFS_OAT	C	cl28910
Q#61 - WP_166740478.1	non-specific	340881	88	200	6.40604e-06	48.3403	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340919	86	411	6.86599e-06	48.0152	cd17361	MFS_STP	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	429598	18	184	7.02093e-06	47.7979	pfam07690	MFS_1	N	cl28910
Q#61 - WP_166740478.1	non-specific	340911	57	193	7.54626e-06	47.99	cd17353	MFS_OFA_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	340924	94	185	8.06118e-06	47.7377	cd17366	MFS_ProP	C	cl28910
Q#61 - WP_166740478.1	non-specific	341030	44	187	1.47905e-05	47.1679	cd17477	MFS_YcaD_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	441871	92	174	2.58422e-05	46.2991	COG2270	BtlA	N	cl43667
Q#61 - WP_166740478.1	superfamily	441871	92	174	2.58422e-05	46.2991	cl43667	BtlA superfamily	N	 - 
Q#61 - WP_166740478.1	non-specific	340926	94	420	2.84865e-05	46.2129	cd17368	MFS_CitA	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	340878	65	188	3.8184e-05	45.6445	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340934	89	410	5.21789e-05	45.1491	cd17376	MFS_SLC22A4_5_OCTN1_2	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	341005	89	200	8.48774e-05	44.7211	cd17447	MFS_SLC22A7_OAT2	C	cl28910
Q#61 - WP_166740478.1	non-specific	182486	88	188	0.000190222	43.4717	PRK10473	PRK10473	C	cl32519
Q#61 - WP_166740478.1	superfamily	182486	88	188	0.000190222	43.4717	cl32519	PRK10473 superfamily	C	 - 
Q#61 - WP_166740478.1	non-specific	341025	76	190	0.000217992	43.3586	cd17472	MFS_YajR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	441813	43	424	0.000283201	42.967	COG2211	MelB	 - 	cl43646
Q#61 - WP_166740478.1	non-specific	340863	77	426	0.000397387	42.6026	cd06173	MFS_MefA_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	182611	58	168	0.000788861	41.6204	PRK10642	PRK10642	C	cl28910
Q#61 - WP_166740478.1	non-specific	341003	88	149	0.00106471	41.2986	cd17445	MFS_SLC22A17	C	cl28910
Q#61 - WP_166740478.1	non-specific	340863	73	190	0.0011576	41.0618	cd06173	MFS_MefA_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	340949	80	187	0.00120671	41.0958	cd17391	MFS_MdtG_MDR_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	349949	43	187	0.00129181	40.873	cd06174	MFS	N	cl28910
Q#61 - WP_166740478.1	non-specific	341031	44	187	0.00144317	40.6173	cd17478	MFS_FsR	N	cl28910
Q#61 - WP_166740478.1	non-specific	340913	43	422	0.00144501	40.7173	cd17355	MFS_YcxA_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	341047	35	185	0.00168297	40.6386	cd17504	MFS_MMR_MDR_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	341028	60	170	0.00269418	39.9141	cd17475	MFS_MT3072_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	340879	60	183	0.00317263	39.849	cd17321	MFS_MMR_MDR_like	N	cl28910
Q#61 - WP_166740478.1	non-specific	340928	72	166	0.00399759	39.4487	cd17370	MFS_MJ1317_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	340938	65	200	0.00425715	39.0749	cd17380	MFS_SLC17A9_like	C	cl28910
Q#61 - WP_166740478.1	non-specific	441825	334	456	0.00456782	39.0937	COG2223	NarK	C	cl43649
Q#61 - WP_166740478.1	non-specific	341004	90	410	0.00534046	38.9369	cd17446	MFS_SLC22A6_OAT1_like	 - 	cl28910
Q#61 - WP_166740478.1	non-specific	341038	333	444	0.00598656	38.7474	cd17485	MFS_MFSD3	C	cl28910
Q#61 - WP_166740478.1	non-specific	442063	266	450	0.00743211	38.4165	COG2814	AraJ	C	cl43718
Q#61 - WP_166740478.1	non-specific	340989	90	244	0.00995692	38.0854	cd17431	MFS_GLUT_Class1	C	cl28910
Q#62 - EFI7836364.1	specific	340874	47	443	5.79887e-48	168.549	cd17316	MFS_SV2_like	 - 	cl28910
Q#62 - EFI7836364.1	superfamily	475125	47	443	5.79887e-48	168.549	cl28910	MFS superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340929	47	448	1.7257e-41	152.071	cd17371	MFS_MucK	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	273327	33	418	6.3081e-35	134.406	TIGR00895	2A0115	 - 	cl36764
Q#62 - EFI7836364.1	superfamily	273327	33	418	6.3081e-35	134.406	cl36764	2A0115 superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	395036	56	453	8.39827e-34	132.396	pfam00083	Sugar_tr	 - 	cl28910
Q#62 - EFI7836364.1	specific	441872	36	449	3.21791e-30	120.36	COG2271	UhpC	 - 	cl34453
Q#62 - EFI7836364.1	superfamily	441872	36	449	3.21791e-30	120.36	cl34453	UhpC superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	273328	89	410	3.37042e-27	113.957	TIGR00898	2A0119	N	cl36765
Q#62 - EFI7836364.1	superfamily	273328	89	410	3.37042e-27	113.957	cl36765	2A0119 superfamily	N	 - 
Q#62 - EFI7836364.1	non-specific	273317	81	456	1.23797e-26	112.047	TIGR00879	SP	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340917	56	447	6.42461e-26	108.809	cd17359	MFS_XylE_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	442063	43	410	1.12358e-25	107.367	COG2814	AraJ	 - 	cl43718
Q#62 - EFI7836364.1	superfamily	442063	43	410	1.12358e-25	107.367	cl43718	AraJ superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340923	46	419	2.65363e-25	106.516	cd17365	MFS_PcaK_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340916	74	449	1.10391e-21	96.8755	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340922	53	448	5.55404e-21	94.2667	cd17364	MFS_PhT	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	349949	49	422	9.30779e-21	93.6453	cd06174	MFS	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	236927	46	409	2.04217e-20	93.1032	PRK11551	PRK11551	 - 	cl36029
Q#62 - EFI7836364.1	superfamily	236927	46	409	2.04217e-20	93.1032	cl36029	PRK11551 superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	440245	43	321	3.59634e-19	87.559	COG0477	ProP	 - 	cl43153
Q#62 - EFI7836364.1	superfamily	440245	43	321	3.59634e-19	87.559	cl43153	ProP superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340873	56	447	1.40018e-18	86.8593	cd17315	MFS_GLUT_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340918	56	447	1.26188e-17	84.244	cd17360	MFS_HMIT_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	429598	44	411	1.66117e-16	80.5399	pfam07690	MFS_1	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340915	88	449	2.30223e-16	81.1537	cd17357	MFS_GLUT_Class1_2_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340883	75	445	9.6815e-16	78.3868	cd17325	MFS_MdtG_SLC18_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	441825	57	419	1.58379e-15	77.9989	COG2223	NarK	 - 	cl43649
Q#62 - EFI7836364.1	superfamily	441825	57	419	1.58379e-15	77.9989	cl43649	NarK superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340920	53	453	1.18219e-14	75.4667	cd17362	MFS_GLUT10_12_Class3_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340875	78	410	6.1971e-14	72.6132	cd17317	MFS_SLC22	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340914	81	453	2.01404e-13	71.5128	cd17356	MFS_HXT	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340996	51	295	2.44084e-13	71.8774	cd17438	MFS_SV2B	C	cl28910
Q#62 - EFI7836364.1	non-specific	440501	43	425	7.37964e-13	69.8828	COG0738	FucP	 - 	cl43255
Q#62 - EFI7836364.1	superfamily	440501	43	425	7.37964e-13	69.8828	cl43255	FucP superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340993	56	227	8.37249e-13	69.4411	cd17435	MFS_GLUT12_Class3	C	cl28910
Q#62 - EFI7836364.1	non-specific	340925	93	402	6.15513e-12	66.9346	cd17367	MFS_KgtP	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340921	51	307	1.16582e-11	66.3584	cd17363	MFS_SV2	C	cl28910
Q#62 - EFI7836364.1	non-specific	340930	74	410	3.71484e-11	64.4782	cd17372	MFS_SVOP_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	341000	74	410	3.95604e-11	64.4427	cd17442	MFS_SVOPL	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340882	56	442	4.49542e-11	64.1076	cd17324	MFS_NepI_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340877	61	185	1.56328e-10	62.5879	cd17319	MFS_ExuT_GudP_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	130366	51	239	2.01476e-10	63.072	TIGR01299	synapt_SV2	NC	cl31090
Q#62 - EFI7836364.1	superfamily	130366	51	239	2.01476e-10	63.072	cl31090	synapt_SV2 superfamily	NC	 - 
Q#62 - EFI7836364.1	non-specific	341030	77	182	3.26462e-10	61.4203	cd17477	MFS_YcaD_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	340997	51	241	5.03558e-10	61.5846	cd17439	MFS_SV2A	C	cl28910
Q#62 - EFI7836364.1	non-specific	341042	44	444	5.57872e-10	60.6855	cd17489	MFS_YfcJ_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340991	53	256	1.85647e-09	59.5053	cd17433	MFS_GLUT8_Class3	C	cl28910
Q#62 - EFI7836364.1	non-specific	182225	56	266	2.55981e-09	59.3214	PRK10077	xylE	C	cl32455
Q#62 - EFI7836364.1	superfamily	182225	56	266	2.55981e-09	59.3214	cl32455	xylE superfamily	C	 - 
Q#62 - EFI7836364.1	non-specific	442057	59	409	3.47732e-09	58.346	COG2807	CynX	 - 	cl34489
Q#62 - EFI7836364.1	superfamily	442057	59	409	3.47732e-09	58.346	cl34489	CynX superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	341027	72	444	3.54212e-09	58.3507	cd17474	MFS_YfmO_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340927	93	419	1.11951e-08	56.7663	cd17369	MFS_ShiA_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340999	45	410	2.03163e-08	55.9743	cd17441	MFS_SVOP	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	341045	80	200	2.29746e-08	55.6474	cd17502	MFS_Azr1_MDR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	179668	52	409	3.28496e-08	55.8594	PRK03893	PRK03893	 - 	cl32048
Q#62 - EFI7836364.1	superfamily	179668	52	409	3.28496e-08	55.8594	cl32048	PRK03893 superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340990	89	227	4.47732e-08	55.3148	cd17432	MFS_GLUT_Class2	C	cl28910
Q#62 - EFI7836364.1	non-specific	129965	33	414	5.25034e-08	55.1196	TIGR00887	2A0109	 - 	cl31035
Q#62 - EFI7836364.1	superfamily	129965	33	414	5.25034e-08	55.1196	cl31035	2A0109 superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	340888	64	198	6.11805e-08	54.5066	cd17330	MFS_SLC46_TetA_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	441813	73	187	9.17323e-08	54.1378	COG2211	MelB	N	cl43646
Q#62 - EFI7836364.1	superfamily	441813	73	187	9.17323e-08	54.1378	cl43646	MelB superfamily	N	 - 
Q#62 - EFI7836364.1	non-specific	340868	85	200	9.73903e-08	54.1696	cd06179	MFS_TRI12_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	340928	93	184	1.41665e-07	53.3159	cd17370	MFS_MJ1317_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	340886	74	200	1.62373e-07	53.3936	cd17328	MFS_spinster_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	237051	55	426	2.20804e-07	53.0085	PRK12307	PRK12307	 - 	cl36103
Q#62 - EFI7836364.1	superfamily	237051	55	426	2.20804e-07	53.0085	cl36103	PRK12307 superfamily	 - 	 - 
Q#62 - EFI7836364.1	non-specific	341046	99	200	5.17805e-07	51.8079	cd17503	MFS_LmrB_MDR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	340998	51	239	5.91244e-07	51.8372	cd17440	MFS_SV2C	C	cl28910
Q#62 - EFI7836364.1	non-specific	341026	76	445	6.71316e-07	51.4199	cd17473	MFS_arabinose_efflux_permease_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340995	56	225	7.94993e-07	51.2478	cd17437	MFS_PLT	C	cl28910
Q#62 - EFI7836364.1	non-specific	340994	53	200	7.9852e-07	50.9555	cd17436	MFS_GLUT10_Class3	C	cl28910
Q#62 - EFI7836364.1	non-specific	340948	76	191	9.46462e-07	50.6882	cd17390	MFS_MFSD9	C	cl28910
Q#62 - EFI7836364.1	non-specific	340924	93	186	1.1778e-06	50.4341	cd17366	MFS_ProP	C	cl28910
Q#62 - EFI7836364.1	non-specific	340879	91	187	1.20258e-06	50.6346	cd17321	MFS_MMR_MDR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	340932	88	182	1.49671e-06	49.9817	cd17374	MFS_OAT	C	cl28910
Q#62 - EFI7836364.1	non-specific	340937	79	182	2.17226e-06	49.6568	cd17379	MFS_SLC22A1_2_3	C	cl28910
Q#62 - EFI7836364.1	non-specific	340949	66	187	2.3491e-06	49.5702	cd17391	MFS_MdtG_MDR_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	429598	18	184	9.15868e-06	47.4127	pfam07690	MFS_1	N	cl28910
Q#62 - EFI7836364.1	non-specific	340911	57	193	1.34863e-05	47.2197	cd17353	MFS_OFA_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	340926	93	420	1.37544e-05	47.3685	cd17368	MFS_CitA	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340919	86	411	1.71379e-05	46.8596	cd17361	MFS_STP	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	441871	92	174	1.82046e-05	47.0695	COG2270	BtlA	N	cl43667
Q#62 - EFI7836364.1	superfamily	441871	92	174	1.82046e-05	47.0695	cl43667	BtlA superfamily	N	 - 
Q#62 - EFI7836364.1	non-specific	340878	65	188	2.29228e-05	46.4149	cd17320	MFS_MdfA_MDR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	341030	78	182	2.86728e-05	46.0123	cd17477	MFS_YcaD_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	340934	89	410	3.96702e-05	45.5343	cd17376	MFS_SLC22A4_5_OCTN1_2	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	340881	88	200	4.14497e-05	45.6439	cd17323	MFS_Tpo1_MDR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	341005	89	200	5.08338e-05	45.1063	cd17447	MFS_SLC22A7_OAT2	C	cl28910
Q#62 - EFI7836364.1	non-specific	182486	88	188	0.000139957	43.8569	PRK10473	PRK10473	C	cl32519
Q#62 - EFI7836364.1	superfamily	182486	88	188	0.000139957	43.8569	cl32519	PRK10473 superfamily	C	 - 
Q#62 - EFI7836364.1	non-specific	340863	77	426	0.000238936	43.373	cd06173	MFS_MefA_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	341025	76	190	0.00025311	42.9734	cd17472	MFS_YajR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	341031	83	187	0.000407491	42.5433	cd17478	MFS_FsR	N	cl28910
Q#62 - EFI7836364.1	non-specific	349949	43	185	0.000483952	42.4138	cd06174	MFS	N	cl28910
Q#62 - EFI7836364.1	non-specific	340863	73	190	0.000535393	42.2174	cd06173	MFS_MefA_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	341003	88	149	0.000924872	41.2986	cd17445	MFS_SLC22A17	C	cl28910
Q#62 - EFI7836364.1	non-specific	341028	60	170	0.00100994	41.4549	cd17475	MFS_MT3072_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	182611	93	168	0.00128335	41.2352	PRK10642	PRK10642	C	cl28910
Q#62 - EFI7836364.1	non-specific	340949	80	187	0.0013172	41.0958	cd17391	MFS_MdtG_MDR_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	340913	60	422	0.00160506	40.7173	cd17355	MFS_YcxA_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	341047	35	185	0.0026782	39.8683	cd17504	MFS_MMR_MDR_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	340879	43	183	0.00309031	39.849	cd17321	MFS_MMR_MDR_like	N	cl28910
Q#62 - EFI7836364.1	non-specific	340928	72	166	0.00335507	39.4487	cd17370	MFS_MJ1317_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	442063	266	450	0.00479125	39.1869	COG2814	AraJ	C	cl43718
Q#62 - EFI7836364.1	non-specific	340989	90	244	0.0049211	39.241	cd17431	MFS_GLUT_Class1	C	cl28910
Q#62 - EFI7836364.1	non-specific	341038	333	444	0.00502613	39.1326	cd17485	MFS_MFSD3	C	cl28910
Q#62 - EFI7836364.1	non-specific	340938	65	192	0.00544187	39.0749	cd17380	MFS_SLC17A9_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	441825	278	455	0.00558474	39.0937	COG2223	NarK	C	cl43649
Q#62 - EFI7836364.1	non-specific	341043	72	144	0.00577649	38.7411	cd17490	MFS_YxlH_like	C	cl28910
Q#62 - EFI7836364.1	non-specific	341004	90	410	0.00689109	38.5517	cd17446	MFS_SLC22A6_OAT1_like	 - 	cl28910
Q#62 - EFI7836364.1	non-specific	429598	334	450	0.00873356	38.1679	pfam07690	MFS_1	C	cl28910
Q#63 - ENC15130.1	specific	340874	23	419	2.48683e-47	166.238	cd17316	MFS_SV2_like	 - 	cl28910
Q#63 - ENC15130.1	superfamily	475125	23	419	2.48683e-47	166.238	cl28910	MFS superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340929	23	424	1.16486e-42	154.767	cd17371	MFS_MucK	 - 	cl28910
Q#63 - ENC15130.1	non-specific	273327	9	394	4.68878e-36	137.103	TIGR00895	2A0115	 - 	cl36764
Q#63 - ENC15130.1	superfamily	273327	9	394	4.68878e-36	137.103	cl36764	2A0115 superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	395036	32	429	6.8304e-33	129.314	pfam00083	Sugar_tr	 - 	cl28910
Q#63 - ENC15130.1	specific	441872	12	425	2.67875e-30	120.36	COG2271	UhpC	 - 	cl34453
Q#63 - ENC15130.1	superfamily	441872	12	425	2.67875e-30	120.36	cl34453	UhpC superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	273328	65	387	4.17049e-28	116.269	TIGR00898	2A0119	N	cl36765
Q#63 - ENC15130.1	superfamily	273328	65	387	4.17049e-28	116.269	cl36765	2A0119 superfamily	N	 - 
Q#63 - ENC15130.1	non-specific	340923	22	395	1.68669e-25	106.516	cd17365	MFS_PcaK_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	273317	57	429	3.75955e-25	107.425	TIGR00879	SP	 - 	cl28910
Q#63 - ENC15130.1	non-specific	442063	19	386	9.72092e-25	104.286	COG2814	AraJ	 - 	cl43718
Q#63 - ENC15130.1	superfamily	442063	19	386	9.72092e-25	104.286	cl43718	AraJ superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340917	32	423	1.15049e-24	104.957	cd17359	MFS_XylE_like	 - 	cl28910
Q#63 - ENC15130.1	non-specific	349949	25	398	1.62964e-20	92.4897	cd06174	MFS	 - 	cl28910
Q#63 - ENC15130.1	non-specific	340922	29	424	3.01104e-20	91.9555	cd17364	MFS_PhT	 - 	cl28910
Q#63 - ENC15130.1	non-specific	236927	22	387	4.4369e-20	91.5624	PRK11551	PRK11551	 - 	cl36029
Q#63 - ENC15130.1	superfamily	236927	22	387	4.4369e-20	91.5624	cl36029	PRK11551 superfamily	 - 	 - 
Q#63 - ENC15130.1	non-specific	340916	50	425	1.5438e-19	90.3271	cd17358	MFS_GLUT6_8_Class3_like	 - 	cl28910
